description,points,price,state,region,variety
"Aromatic, rich and dry, this wine was fermented in used Chardonnay barrels and given extended lees contact. This is a creamy, leesy, rich wine, a very stylish blend that captures the citrusy Viognier, the floral Riesling and the rich, ripe, peachy Roussanne.",90,24,Washington,Yakima Valley,White Blend
"This Paso Robles-based winery has reached into cool-climate Edna Valley for their Chardonnay, with good results. The wine has good acidity and is dry and minerally, with citrus fruit flavors. Try with cracked crab and a well-buttered sourdough baguette.",90,18,California,Edna Valley,Chardonnay
"The winery began bottling a Roussanne only in 2001. Marching to its own distinct beat, this interesting wine is soft and full-bodied, with a creamy texture framing flavors of apricots, peaches and kiwi. It's dry and balanced.",90,22,California,Sierra Foothills,Roussanne
"Big, oaky and extremely bright, with refreshing acids and crisply defined fruit. As is usually the case with this spectacular vineyard, the flavors carry extra intensity; they seem to drill down into the heart of the palate. Though released young, this is a wine that could certainly benefit from another 6–12 months in the bottle.",90,22,Washington,Columbia Valley (WA),Chardonnay
"Co-released with Curtis's Best Buy Heritage Cuvée, this wine, a blend of Grenache and Syrah, is very similar in its dry construction and forward fruit. Yet it's a little more tannic, and the oak seems more prominent. The flavors explode with cherries, blackberries, pomegranates, plums and mocha.",90,20,California,Santa Barbara County,Rhône-style Red Blend
"Here's a seriously good Chardonnay that fruit lovers will covet, but it's also enormously oaky. I like all that new French wood because the caramelly, smoky vanilla and buttered toast, which is boosted by total malolactic fermentation, works so well with the mangoes, papayas and pineapples. But I know people who would call this Chard toothpicky.",92,29,California,Carneros,Chardonnay
"Trutina, Dunham's Bordeaux blend, has long been the value wine in the Walla Walla superstar's portfolio. The 2004 is no exception, a seamless, silk-on-steel compendium of Merlot and Cabernet Sauvignon. The wild card in '04 is the addition of 3% Syrah. It opens the wine up a bit, adding some spice and mint to the sweet cherry Merlot fruit. There's also an interesting grace note reminiscent of caraway cutting through.",91,24,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
"This exceptionally rich Sémillon is aged in neutral barrels. The fruit is firm and tart, showing a mix of pineapple and green citrus and berry. An underlying minerality adds texture and more firmness; the wine does not show excessive flesh, but is loaded with lovely acid and fruit, and a hint of toastiness in the finish. About one third comes from 25-year-old vines, some of the state's oldest Sémillon.",91,20,Washington,Columbia Valley (WA),Sémillon
"Powerful yet restrained, this wine beautifully expresses the delicate and nuanced aspects of Cabernet Sauvignon with the herbal side of the grape in full force. Everything is tied together in a neat and tidy bundle, with sweet blackberry fruit surrounded by leaf and earth, leading into ripe but stiff tannins and just the right elements of mocha toast. Will it age? Undoubtedly; but hard not to drink it right now.",92,28,Washington,Columbia Valley (WA),Cabernet Sauvignon
"This is a thoroughly modern style: 100% French oak, Dijon Clone 75, plenty of lees contact. The yeasty nose introduces a very rich, mouthcoating sensation of butterscotch. Those leesy, creamy, butterscotch flavors surround the palate; the green apple fruit carries a bit of crisp authority and keeps the structure firm. Long, smooth and very sensual without being too tiring.",90,25,Washington,Columbia Valley (WA),Chardonnay
"Yes it is 100% Gewürztraminer, and yes the winery calls it Port, listing the alcohol content at 19.5%. Unusual it certainly may be, but it is really quite well made, with varietal character showcasing very tasty candied citrus and sugared rose petals. The brandy is neither hot nor intrusive. All in all it's an intriguing, versatile and unique dessert wine.",90,21,Washington,Yakima Valley,Gewürztraminer
"Lodi produces hearty red wines so easily. This Petite Sirah is very dry and full-bodied, and pretty tannic, too, with ripe cherry, blackberry, coffee and bitter chocolate flavors that are edged with a little oak. It's a complex wine that's best now in its sheer, unadulterated youth.",90,27,California,Lodi,Petite Sirah
"Here is Viognier picked early enough to feature flavors of citrus rind rather than ripe peach. There is also a powerful herbal note, tasting of juniper and quinine, that lays down a spicy spine in the wine. All stainless, no malolactic; it's crisp, precise and laser-like in its focus.",90,18,Washington,Columbia Valley (WA),Viognier
"All estate-grown, this cab franc has 12 percent petit verdot added into the blend. Deliciously crisp and bright, with cranberry and pomegranate red fruit flavors. The tannins are stiff and slightly chalky, and the wine finishes with hints of bitter baking chocolate. Give it some good breathing time to soften it up.",90,18,Washington,Walla Walla Valley (WA),Cabernet Franc
"Yet another outstanding effort from Rulo, this appealing Chardonnay marries pretty peach flavors to a mix of spices from 100% French oak barrel fermentation. Cinnamon and other Asian spices, along with barrel toast, provide a nice counterpoint to the ripe fruit.",90,20,Washington,Columbia Valley (WA),Chardonnay
"This new vintage of Novelty Hill's estate Chardonnay shows more acid and spice than the slightly richer, creamier 2005, but offers the same superb winemaking. The fruit is a perfect mix of apple, pear, passion fruit and green banana, laced with cinnamon and sweet baking spices. This is that all-too-rare, affordably-priced domestic Chardonnay. It does not require food to “fill in” what's missing—nothing is missing!",92,22,Washington,Columbia Valley (WA),Chardonnay
"This was one of the best Rieslings of the year last vintage, and the '07 is even better. It's absolutely dry and superbly racy. Acidity, at .82, is one of the highest I've seen in years. Balancing that is a broad, complex array of citrus, peach, apple, flower, petrol, mineral and spice flavors. If California Riesling is making a comeback, it's because of wines like this.",92,24,California,Marin County,Riesling
"Here's a really good Merlot from a producer that does a great job at it and has kept prices fair for years. It shows the rich tannic structure that Napa so effortlessly achieves, while the great vintage ripened the grapes to blackberry and cherry perfection. Luscious now and for a couple more years.",92,28,California,Napa Valley,Merlot
"This racy Cabernet is full of tart red fruits; its flavors are forward and lightly spicy. The wine seems to have been acidified, perhaps to provide some lift. It is a nicely focused effort; I like the way it gathers itself and holds that focus through a smooth, seamless, long finish.",90,27,Washington,Columbia Valley (WA),Cabernet Sauvignon
"This is a delicious white Rhône-style blend, and you might try it as an alternative to Chardonnay. It's quite soft and silky, with a rich array of apricot, peach, honeysuckle and buttercream flavors that finish in a swirl of spicy complexity.",90,20,California,Sierra Foothills,Rhône-style White Blend
"Tart and sharp, with a pleasing tang and snap. The complex, clean and crisp flavors layer fig, citrus rind and clove with high notes of candied orange and citrus blossom. Great varietal character, cool-climate acidity; this is very sophisticated winemaking with spot-on flavors.",90,17,Washington,Yakima Valley,Sémillon
"Somewhat in the same tight, austere, guarded mode as the winery's Bordeaux blend, this cabernet franc breathes slowly into elegant complexity. Spicy, compact blue and red fruits are lightly accented with sweet spice.",90,20,Washington,Walla Walla Valley (WA),Cabernet Franc
"Off-dry, with bright acids, this viscous and gloriously peachy Chenin reminds me of why I love this sadly neglected grape. Bursting with stone fruits, lively crisp acids, and softened by the residual fruit sugar and kissed with a streak of honey, it captures so much ripe, autumnal flavor in a single bottle.",90,10,Washington,Yakima Valley,Chenin Blanc
"Winemaker Tim Stevens' dark, subtle, beautifully proportioned wines glide across the palate like Apollo Ono dancing with the stars. The cool site brings out some of the floral and citrus accents often missing from Merlot, and the darker cherry and plum fruit flavors fill in right behind. Supple and sensuous, this is a wine to savor and, if possible, cellar for another decade.",92,28,Washington,Yakima Valley,Merlot
"This is every bit the equal of, if not even a bit better than, the outstanding 2005 Novelty Hill Sauvignon Blanc. Here is the same mix of racy, bracing tropical and stone fruit flavors, nicely matched to toasty flavors of almonds and biscuits. Elegant, detailed and ripe, yet clearly varietal, this is a beautiful, seductive example of barrel-fermented Washington Sauvignon Blanc.",92,18,Washington,Columbia Valley (WA),Sauvignon Blanc
